股票代號,股票名稱,資買,資賣,現償,前日資餘,今日資餘,資限額,券買,券賣,券償,前日券餘,今日券餘,券限額,資券互抵,日期,資增,券增,券資比(%),外陸資買賣超股數(不含外資自營商),外資自營商買賣超股數,投信買賣超股數,自營商買賣超股數(自行買賣),自營商買賣超股數(避險),三大法人合計買賣超
6192,巨路,2,2,0.0,775,775,"26,709",0,0,0.0,3,3,"26,709",0.0,20191226,0,0,0.38999999999999996,0,0,0,0,0,0
6192,巨路,0,2,20,775,753,"26,709",0,0,0.0,3,3,"26,709",0.0,20191227,-22,0,0.4,0,0,0,0,0,0
6192,巨路,0,11,0,753,742,"26,709",0,0,0,3,3,"26,709",0.0,20191230,-11,0,0.4,"3,000",0.0,0,"1,000",0,"4,000"
6192,巨路,4,8,0,742,738,"26,709",0,0,0,3,3,"26,709",0.0,20191231,-4,0,0.41000000000000003,0,0,0,0,0,0
6196,帆宣,183,273,0.0,5704,5614,"46,706",64,41,0.0,1307,1284,"46,706",5.0,20191225,-90,-23,22.869999999999997,"-19,000",0.0,"217,000","70,000","15,600","283,600"
6196,帆宣,305,284,1.0,5614,5634,"46,706",56,14,9.0,1284,1233,"46,706",2.0,20191226,20,-51,21.88,"-222,000",0.0,"228,000","98,000","295,000","399,000"
6196,帆宣,616,704,0,5634,5546,"46,706",53,125,0.0,1233,1305,"46,706",34.0,20191227,-88,72,23.53,"-351,000",0.0,"-236,000","2,000","-203,000","-788,000"
6196,帆宣,545,728,0,5546,5363,"46,706",96,18,0,1305,1227,"46,706",3.0,20191230,-183,-78,22.88,"-39,000",0.0,"252,000","7,000","151,000","371,000"
6196,帆宣,240,187,4,5363,5412,"46,706",69,6,1,1227,1163,"46,706",4.0,20191231,49,-64,21.490000000000002,"121,000",0.0,"673,000","-58,000","-39,000","697,000"
6197,佳必琪,29,46,0.0,4286,4269,"30,521",5,2,0.0,317,314,"30,521",0.0,20191225,-17,-3,7.359999999999999,"341,000",0.0,"-106,000","47,000","28,000","310,000"
6197,佳必琪,48,71,0.0,4269,4246,"30,521",6,4,0.0,314,312,"30,521",1.0,20191226,-23,-2,7.35,"-633,000",0.0,"-274,000","-2,000","14,000","-895,000"
6197,佳必琪,40,62,1,4246,4223,"30,521",8,0,0.0,312,304,"30,521",0.0,20191227,-23,-8,7.199999999999999,"1,102,000",0.0,"-135,000","139,000","65,000","1,171,000"
6197,佳必琪,39,56,0,4223,4206,"30,521",4,0,0,304,300,"30,521",0.0,20191230,-17,-4,7.13,"-743,000",0.0,"-34,000","119,000","-28,000","-686,000"
6197,佳必琪,20,69,5,4206,4152,"30,521",85,6,0,300,221,"30,521",0.0,20191231,-54,-79,5.319999999999999,"-437,000",0.0,"186,000","-18,000","35,000","-234,000"
6201,亞弘電,0,18,0.0,81,63,"22,300",0,0,0.0,0,0,"22,300",0.0,20191225,-18,0,0.0,"20,000",0.0,0,0,0,"20,000"
6201,亞弘電,0,1,0.0,63,62,"22,300",0,0,0.0,0,0,"22,300",0.0,20191226,-1,0,0.0,"1,000",0.0,0,0,0,"1,000"
6201,亞弘電,1,10,0,62,53,"22,300",0,0,0.0,0,0,"22,300",0.0,20191227,-9,0,0.0,"-21,000",0.0,0,0,0,"-21,000"
6201,亞弘電,0,9,0,53,44,"22,300",0,0,0,0,0,"22,300",0.0,20191230,-9,0,0.0,"20,000",0.0,0,"-1,000",0,"19,000"
6201,亞弘電,0,0,0,44,44,"22,300",0,0,0,0,0,"22,300",0.0,20191231,0,0,0.0,"6,000",0.0,0,0,0,"6,000"
6202,盛群,9,6,0.0,1373,1376,"56,542",0,0,0.0,45,45,"56,542",0.0,20191225,3,0,3.27,"-1,000",0.0,0,0,0,"-1,000"
6202,盛群,6,11,0.0,1376,1371,"56,542",0,0,0.0,45,45,"56,542",0.0,20191226,-5,0,3.2800000000000002,0,0,0,0,0,0
6202,盛群,9,7,0,1371,1373,"56,542",0,0,0.0,45,45,"56,542",0.0,20191227,2,0,3.2800000000000002,"-3,000",0.0,0,0,0,"-3,000"
6202,盛群,12,40,0,1373,1345,"56,542",1,0,0,45,44,"56,542",0.0,20191230,-28,-1,3.27,0,0.0,0,"1,000",0,"1,000"
6202,盛群,7,17,0,1345,1335,"56,542",0,0,0,44,44,"56,542",0.0,20191231,-10,0,3.3000000000000003,0,0.0,0,"-1,000",0,"-1,000"
6205,詮欣,0,1,0.0,438,437,"17,959",0,0,0.0,0,0,"17,959",0.0,20191225,-1,0,0.0,"-345,000",0.0,"741,000","53,000","389,000","838,000"
6205,詮欣,32,2,0.0,437,467,"17,959",0,0,0.0,0,0,"17,959",0.0,20191226,30,0,0.0,"-154,000",0.0,0,"-79,000","-157,000","-390,000"
6205,詮欣,1,0,0,467,468,"17,959",0,0,0.0,0,0,"17,959",0.0,20191227,1,0,0.0,"174,000",0.0,"35,000","-22,000","67,000","254,000"
6205,詮欣,0,3,0,468,465,"17,959",0,0,0,0,0,"17,959",0.0,20191230,-3,0,0.0,"-13,000",0.0,"10,000","81,000","-61,000","17,000"
6205,詮欣,1,7,0,465,459,"17,959",0,0,0,0,0,"17,959",0.0,20191231,-6,0,0.0,"225,680",0.0,"195,000","71,000","6,000","497,680"
6206,飛捷,31,5,0.0,782,808,"35,765",0,0,0.0,0,0,"35,765",0.0,20191225,26,0,0.0,0,0,0,0,0,0
6206,飛捷,83,40,0.0,808,851,"35,765",0,0,0.0,0,0,"35,765",1.0,20191226,43,0,0.0,"-3,000",0.0,0,0,0,"-3,000"
6206,飛捷,6,29,0,851,828,"35,765",0,0,0.0,0,0,"35,765",0.0,20191227,-23,0,0.0,0,0,0,0,0,0
6206,飛捷,3,33,0,828,798,"35,765",0,0,0,0,0,"35,765",0.0,20191230,-30,0,0.0,0,0,0,0,0,0
6206,飛捷,16,12,0,798,802,"35,765",0,0,0,0,0,"35,765",0.0,20191231,4,0,0.0,0,0,0,0,0,0
6209,今國光,400,292,2.0,8261,8367,"40,784",4,8,0.0,321,325,"40,784",8.0,20191225,106,4,3.88,"-1,000",0.0,0,0,0,"-1,000"
6209,今國光,833,530,1.0,8367,8669,"40,784",1,29,0.0,325,353,"40,784",12.0,20191226,302,28,4.07,0,0,0,0,0,0
6209,今國光,560,777,0,8669,8452,"40,784",34,48,0.0,353,367,"40,784",3.0,20191227,-217,14,4.34,"2,000",0.0,0,0,0,"2,000"
6209,今國光,458,344,0,8452,8566,"40,784",4,26,0,367,389,"40,784",0.0,20191230,114,22,4.54,0,0,0,0,0,0
6209,今國光,"1,008",497,2,8566,9075,"40,784",8,68,0,389,449,"40,784",17.0,20191231,509,60,4.95,0,0,0,0,0,0
6213,聯茂,527,662,2.0,10285,10148,"75,739",475,57,0.0,1144,726,"75,739",8.0,20191225,-137,-418,7.1499999999999995,0,0.0,0,"1,000",0,"1,000"
6213,聯茂,782,405,15.0,10148,10510,"75,739",38,10,0.0,726,698,"75,739",7.0,20191226,362,-28,6.64,0,0,0,0,0,0
6213,聯茂,606,282,1,10510,10833,"75,739",15,15,0.0,698,698,"75,739",1.0,20191227,323,0,6.4399999999999995,"1,000",0.0,0,"-1,000",0,0
6213,聯茂,243,434,0,10833,10642,"75,739",38,92,0,698,752,"75,739",3.0,20191230,-191,54,7.07,0,0,0,0,0,0
6213,聯茂,548,595,9,10642,10586,"75,739",101,374,0,752,1025,"75,739",2.0,20191231,-56,273,9.68,0,0,0,0,0,0
6214,精誠,1,11,0.0,637,627,"67,348",0,0,0.0,0,0,"67,348",0.0,20191225,-10,0,0.0,"445,000",0.0,0,"58,000","20,000","523,000"
6214,精誠,6,0,25.0,627,608,"67,348",0,0,0.0,0,0,"67,348",0.0,20191226,-19,0,0.0,"218,000",0.0,0,"2,000","-1,000","219,000"
6214,精誠,0,1,0,608,607,"67,348",0,0,0.0,0,0,"67,348",0.0,20191227,-1,0,0.0,"253,000",0.0,0,"14,000","149,000","416,000"
6214,精誠,3,4,0,607,606,"67,348",0,0,0,0,0,"67,348",0.0,20191230,-1,0,0.0,"-623,100",0.0,"3,000","-8,000","-32,000","-660,100"
6214,精誠,3,4,0,606,605,"67,348",0,0,0,0,0,"67,348",0.0,20191231,-1,0,0.0,"322,000",0.0,"2,000","-1,000","-26,000","297,000"
6215,和椿,70,64,0.0,2423,2429,"20,697",0,0,0.0,4,4,"20,697",0.0,20191225,6,0,0.16,0,0,0,0,0,0
6215,和椿,15,49,0.0,2429,2395,"20,697",0,0,0.0,4,4,"20,697",0.0,20191226,-34,0,0.16999999999999998,"3,000",0.0,0,0,0,"3,000"
6215,和椿,8,21,0,2395,2382,"20,697",0,0,0.0,4,4,"20,697",0.0,20191227,-13,0,0.16999999999999998,"2,000",0.0,0,0,0,"2,000"
6215,和椿,22,8,0,2382,2396,"20,697",0,0,0,4,4,"20,697",0.0,20191230,14,0,0.16999999999999998,0,0,0,0,0,0
6215,和椿,16,8,0,2396,2404,"20,697",0,0,0,4,4,"20,697",0.0,20191231,8,0,0.16999999999999998,0,0,0,0,0,0
6216,居易,4,2,0.0,448,450,"21,249",0,0,0.0,0,0,"21,249",0.0,20191225,2,0,0.0,"-3,000",0.0,0,0,0,"-3,000"
6216,居易,5,0,0.0,450,455,"21,249",0,0,0.0,0,0,"21,249",0.0,20191226,5,0,0.0,"-4,000",0.0,0,0,0,"-4,000"
6216,居易,10,2,0,455,463,"21,249",0,0,0.0,0,0,"21,249",0.0,20191227,8,0,0.0,"-2,000",0.0,0,0,0,"-2,000"
6216,居易,1,0,0,463,464,"21,249",0,0,0,0,0,"21,249",0.0,20191230,1,0,0.0,"19,000",0.0,0,"-10,000",0,"9,000"
6216,居易,0,16,0,464,448,"21,249",0,0,0,0,0,"21,249",0.0,20191231,-16,0,0.0,"-18,000",0.0,0,0,0,"-18,000"
6224,聚鼎,62,35,0.0,1887,1914,"20,000",1,9,0.0,21,29,"20,000",0.0,20191225,27,8,1.52,"11,000",0.0,0,"-14,000",0,"-3,000"
6224,聚鼎,41,22,0.0,1914,1933,"20,000",1,0,0.0,29,28,"20,000",0.0,20191226,19,-1,1.4500000000000002,"-3,000",0.0,0,0,"4,000","1,000"
6224,聚鼎,17,10,0,1933,1940,"20,000",0,0,0.0,28,28,"20,000",0.0,20191227,7,0,1.44,"-6,000",0.0,0,0,"6,000",0
6224,聚鼎,6,40,0,1940,1906,"20,000",0,1,0,28,29,"20,000",0.0,20191230,-34,1,1.52,"1,000",0.0,0,0,0,"1,000"
6224,聚鼎,8,17,0,1906,1897,"20,000",0,0,0,29,29,"20,000",0.0,20191231,-9,0,1.53,"-14,000",0.0,0,0,"5,000","-9,000"
6226,光鼎,120,90,0.0,6166,6196,"28,737",0,0,0.0,0,0,"28,737",0.0,20191225,30,0,0.0,"489,000",0.0,0,0,0,"489,000"
6226,光鼎,224,187,7.0,6196,6226,"28,737",0,1,0.0,0,1,"28,737",1.0,20191226,30,1,0.02,"157,054",0.0,0,0,0,"157,054"
6226,光鼎,70,153,5,6226,6138,"28,737",0,0,0.0,1,1,"28,737",1.0,20191227,-88,0,0.02,"2,183,000",0.0,0,"10,000",0,"2,193,000"
6226,光鼎,606,174,19,6138,6551,"28,737",1,0,0,1,0,"28,737",3.0,20191230,413,-1,0.0,"115,000",0.0,0,"-4,000",0,"111,000"
6226,光鼎,33,10,2,6551,6572,"28,737",0,0,0,0,0,"28,737",0.0,20191231,21,0,0.0,"-2,056,000",0.0,0,"-26,000",0,"-2,082,000"
6230,超眾,541,477,0.0,4297,4361,"21,585",18,173,0.0,1092,1247,"21,585",12.0,20191225,64,155,28.59,"7,000",0.0,0,0,0,"7,000"
6230,超眾,567,"1,163",0.0,4361,3765,"21,585",64,487,0.0,1247,1670,"21,585",21.0,20191226,-596,423,44.36,"-1,000",0.0,0,0,0,"-1,000"
6230,超眾,678,"1,049",3,3765,3391,"21,585",276,17,1.0,1670,1410,"21,585",2.0,20191227,-374,-260,41.58,"-4,000",0.0,0,"11,000",0,"7,000"
6230,超眾,281,457,0,3391,3215,"21,585",28,29,16,1410,1395,"21,585",1.0,20191230,-176,-15,43.39,"4,000",0.0,0,0,0,"4,000"
6230,超眾,236,489,0,3215,2962,"21,585",173,6,0,1395,1228,"21,585",4.0,20191231,-253,-167,41.46,0,0,0,0,0,0
6235,華孚,0,2,0.0,3107,3105,"42,115",0,0,0.0,57,57,"42,115",0.0,20191225,-2,0,1.8399999999999999,"46,000",0.0,0,0,0,"46,000"
6235,華孚,4,0,0.0,3105,3109,"42,115",0,0,0.0,57,57,"42,115",0.0,20191226,4,0,1.83,"-23,000",0.0,0,0,0,"-23,000"
6235,華孚,4,0,0,3109,3113,"42,115",0,0,0.0,57,57,"42,115",0.0,20191227,4,0,1.83,"16,000",0.0,0,"1,000",0,"17,000"
6235,華孚,1,1,0,3113,3113,"42,115",0,0,0,57,57,"42,115",0.0,20191230,0,0,1.83,"9,000",0.0,0,0,0,"9,000"
6235,華孚,119,15,0,3113,3217,"42,115",0,0,0,57,57,"42,115",0.0,20191231,104,0,1.77,"61,000",0.0,0,"-1,000",0,"60,000"
6239,力成,51,95,0.0,3038,2994,"194,786",25,2,0.0,370,347,"194,786",0.0,20191225,-44,-23,11.59,0,0,0,0,0,0
6239,力成,49,51,2.0,2994,2990,"194,786",4,2,0.0,347,345,"194,786",0.0,20191226,-4,-2,11.540000000000001,0,0,0,0,0,0
6239,力成,157,39,0,2990,3108,"194,786",10,0,1.0,345,334,"194,786",0.0,20191227,118,-11,10.75,0,0,0,0,0,0
6239,力成,103,41,0,3108,3170,"194,786",25,3,0,334,312,"194,786",0.0,20191230,62,-22,9.84,"15,000",0.0,0,"-1,000",0,"14,000"
6239,力成,373,146,0,3170,3397,"194,786",8,3,0,312,307,"194,786",0.0,20191231,227,-5,9.04,"-10,000",0.0,0,0,0,"-10,000"
6243,迅杰,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,20191225,0,0,,"65,000",0.0,0,"22,000","30,000","117,000"
6243,迅杰,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,20191226,0,0,,"91,000",0.0,0,"64,000","186,000","341,000"
6243,迅杰,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,20191227,0,0,,"80,000",0.0,0,"-8,000","-108,000","-36,000"
6243,迅杰,0,0,0,0,0,0,0,0,0,0,0,0,0.0,20191230,0,0,,"-12,000",0.0,0,"-62,000","-6,000","-80,000"
6243,迅杰,0,0,0,0,0,0,0,0,0,0,0,0,0.0,20191231,0,0,,"63,000",0.0,0,"-18,000","-24,000","21,000"
6251,定穎,"1,584","1,028",0.0,24570,25126,"70,264",57,52,0.0,852,847,"70,264",10.0,20191225,556,-5,3.37,0,0,0,0,0,0
6251,定穎,"1,518",860,0.0,25126,25784,"70,264",68,84,0.0,847,863,"70,264",24.0,20191226,658,16,3.35,0,0,0,0,0,0
6251,定穎,946,"1,087",0,25784,25643,"70,264",9,80,0.0,863,934,"70,264",10.0,20191227,-141,71,3.64,0,0,0,0,0,0
6251,定穎,794,293,0,25643,26144,"70,264",52,11,0,934,893,"70,264",1.0,20191230,501,-41,3.42,0,0,0,0,0,0
6251,定穎,"1,838","1,542",0,26144,26440,"70,264",70,146,10,893,959,"70,264",10.0,20191231,296,66,3.63,"-2,000",0.0,0,0,0,"-2,000"
6257,矽格,211,176,6.0,10912,10941,"105,133",5,23,0.0,1018,1036,"105,133",0.0,20191225,29,18,9.47,"3,000",0.0,0,0,0,"3,000"
6257,矽格,"1,418",806,0.0,10941,11553,"105,133",51,47,0.0,1036,1032,"105,133",0.0,20191226,612,-4,8.93,"3,000",0.0,0,0,0,"3,000"
6257,矽格,675,417,0,11553,11811,"105,133",8,5,0.0,1032,1029,"105,133",3.0,20191227,258,-3,8.709999999999999,"4,000",0.0,0,0,0,"4,000"
6257,矽格,740,757,0,11811,11794,"105,133",2,4,0,1029,1031,"105,133",1.0,20191230,-17,2,8.74,"2,000",0.0,0,0,0,"2,000"
6257,矽格,355,411,0,11794,11738,"105,133",1,5,0,1031,1035,"105,133",0.0,20191231,-56,4,8.82,"5,000",0.0,0,0,0,"5,000"
6269,台郡,250,269,2.0,10868,10847,"82,770",37,17,2.0,1715,1693,"82,770",3.0,20191225,-21,-22,15.61,"88,000",0.0,0,"37,000",0,"125,000"
6269,台郡,256,113,11.0,10847,10979,"82,770",41,19,0.0,1693,1671,"82,770",0.0,20191226,132,-22,15.22,"-808,000",0.0,0,"-282,000","134,000","-956,000"
6269,台郡,422,375,0,10979,11026,"82,770",140,6,0.0,1671,1537,"82,770",1.0,20191227,47,-134,13.94,"15,000",0.0,0,"-50,000","40,000","5,000"
6269,台郡,365,544,0,11026,10847,"82,770",121,15,0,1537,1431,"82,770",0.0,20191230,-179,-106,13.19,"-31,000",0.0,0,"33,000","-11,000","-9,000"
6269,台郡,604,660,24,10847,10767,"82,770",15,88,0,1431,1504,"82,770",2.0,20191231,-80,73,13.969999999999999,"-576,000",0.0,0,"18,000","-1,000","-559,000"
6271,同欣電,521,697,0.0,5092,4916,"41,339",61,50,0.0,423,412,"41,339",8.0,20191225,-176,-11,8.38,"201,000",0.0,"400,000","70,000","-67,000","604,000"
6271,同欣電,417,606,0.0,4916,4727,"41,339",24,32,0.0,412,420,"41,339",7.0,20191226,-189,8,8.89,"339,277",0.0,"-7,000","6,000","-26,000","312,277"
6271,同欣電,0,0,0,4727,4727,"41,339",0,0,0.0,420,420,"41,339",0.0,20191227,0,0,8.89,"280,528",0.0,0,"-10,000","-1,000","269,528"
6271,同欣電,"1,068",996,1,4727,4798,"41,339",42,164,0,420,542,"41,339",23.0,20191230,71,122,11.3,"-440,000",0.0,0,"1,000","-238,000","-677,000"
6271,同欣電,572,624,0,4798,4746,"41,339",157,231,1,542,615,"41,339",3.0,20191231,-52,73,12.959999999999999,"-600,000",0.0,0,"121,000","-146,000","-625,000"
6277,宏正,0,6,0.0,294,288,"29,867",0,0,0.0,0,0,"29,867",0.0,20191225,-6,0,0.0,"15,000",0.0,0,0,0,"15,000"
6277,宏正,0,0,0.0,288,288,"29,867",0,0,0.0,0,0,"29,867",0.0,20191226,0,0,0.0,"-12,000",0.0,"-80,000",0,0,"-92,000"
6277,宏正,5,0,0,288,293,"29,867",0,0,0.0,0,0,"29,867",0.0,20191227,5,0,0.0,"88,000",0.0,0,0,0,"88,000"
6277,宏正,1,1,0,293,293,"29,867",0,0,0,0,0,"29,867",0.0,20191230,0,0,0.0,"81,000",0.0,0,0,0,"81,000"
6277,宏正,7,3,0,293,297,"29,867",0,0,0,0,0,"29,867",0.0,20191231,4,0,0.0,"-22,000",0.0,0,0,0,"-22,000"
6278,台表科,265,432,2.0,6911,6742,"73,099",117,140,0.0,3363,3386,"73,099",1.0,20191225,-169,23,50.22,"250,000",0.0,0,"-6,000","22,000","266,000"
6278,台表科,447,281,0.0,6742,6908,"73,099",128,58,0.0,3386,3316,"73,099",1.0,20191226,166,-70,48.0,"209,000",0.0,0,0,"-10,000","199,000"
6278,台表科,284,679,0,6908,6513,"73,099",81,85,1.0,3316,3319,"73,099",8.0,20191227,-395,3,50.96000000000001,"541,000",0.0,0,0,"24,000","565,000"
6278,台表科,756,"1,152",1,6513,6116,"73,099",80,116,37,3319,3318,"73,099",34.0,20191230,-397,-1,54.25,"393,000",0.0,0,"2,000","-1,000","394,000"
6278,台表科,334,517,1,6116,5932,"73,099",38,61,1,3318,3340,"73,099",1.0,20191231,-184,22,56.3,"-16,000",0.0,0,"-1,000","11,000","-6,000"
6281,全國電,0,0,0.0,0,0,"24,793",0,0,0.0,0,0,"24,793",0.0,20191225,0,0,,"-9,000",0.0,0,0,0,"-9,000"
6281,全國電,0,0,0.0,0,0,"24,793",0,0,0.0,0,0,"24,793",0.0,20191226,0,0,,"-7,000",0.0,0,0,0,"-7,000"
6281,全國電,0,0,0,0,0,"24,793",0,0,0.0,0,0,"24,793",0.0,20191227,0,0,,"7,000",0.0,0,0,0,"7,000"
6281,全國電,1,0,0,0,1,"24,793",0,0,0,0,0,"24,793",0.0,20191230,1,0,0.0,"-3,000",0.0,0,0,0,"-3,000"
6281,全國電,0,0,0,1,1,"24,793",0,0,0,0,0,"24,793",0.0,20191231,0,0,0.0,"20,000",0.0,0,0,0,"20,000"
6282,康舒,319,369,3.0,11900,11847,"129,155",2,3,0.0,124,125,"129,155",0.0,20191225,-53,1,1.06,"79,000",0.0,0,"254,000",0,"333,000"
6282,康舒,159,232,2.0,11847,11772,"129,155",0,0,0.0,125,125,"129,155",0.0,20191226,-75,0,1.06,"87,000",0.0,"3,000","145,000",0,"235,000"
6282,康舒,356,245,3,11772,11880,"129,155",0,0,0.0,125,125,"129,155",0.0,20191227,108,0,1.05,"267,305",0.0,0,"95,000",0,"362,305"
6282,康舒,"1,740",832,0,11880,12788,"129,155",0,5,0,125,130,"129,155",3.0,20191230,908,5,1.02,"130,000",0.0,0,"301,000",0,"431,000"
6282,康舒,398,549,0,12788,12637,"129,155",5,30,0,130,155,"129,155",3.0,20191231,-151,25,1.23,"-107,000",0.0,0,"81,000",0,"-26,000"
6283,淳安,15,30,1.0,7492,7476,"20,411",1,0,0.0,63,62,"20,411",0.0,20191225,-16,-1,0.83,"361,000",0.0,0,"-26,000",0,"335,000"
6283,淳安,33,51,0.0,7476,7458,"20,411",0,0,0.0,62,62,"20,411",0.0,20191226,-18,0,0.83,"291,000",0.0,0,0,0,"291,000"
6283,淳安,17,32,55,7458,7388,"20,411",1,0,0.0,62,61,"20,411",0.0,20191227,-70,-1,0.83,"460,000",0.0,0,"-55,000",0,"405,000"
6283,淳安,24,47,0,7388,7365,"20,411",1,0,0,61,60,"20,411",0.0,20191230,-23,-1,0.8099999999999999,"-390,000",0.0,0,0,0,"-390,000"
6283,淳安,128,184,0,7365,7309,"20,411",13,3,0,60,50,"20,411",1.0,20191231,-56,-10,0.6799999999999999,"-21,000",0.0,0,"-58,000",0,"-79,000"
6285,啟碁,54,40,0.0,7860,7874,"97,582",0,0,0.0,85,85,"97,582",2.0,20191225,14,0,1.08,"-50,000",0.0,0,0,"-2,000","-52,000"
6285,啟碁,95,69,2.0,7874,7898,"97,582",2,1,0.0,85,84,"97,582",0.0,20191226,24,-1,1.06,"25,000",0.0,0,0,"45,000","70,000"
6285,啟碁,129,108,0,7898,7919,"97,582",2,0,0.0,84,82,"97,582",0.0,20191227,21,-2,1.04,"73,000",0.0,0,0,"-35,000","38,000"
6285,啟碁,45,105,2,7919,7857,"97,582",0,1,0,82,83,"97,582",0.0,20191230,-62,1,1.06,"-28,000",0.0,0,0,"8,000","-20,000"
6285,啟碁,70,68,14,7857,7845,"97,582",0,0,0,83,83,"97,582",0.0,20191231,-12,0,1.06,"56,000",0.0,0,0,"-8,000","48,000"
6288,聯嘉,"1,634","1,239",0.0,9557,9952,"42,782",1,51,0.0,203,253,"42,782",4.0,20191225,395,50,2.54,0,0,0,0,0,0
6288,聯嘉,"2,428","2,487",0.0,9952,9893,"42,782",58,54,0.0,253,249,"42,782",53.0,20191226,-59,-4,2.52,"-2,000",0.0,0,0,0,"-2,000"
6288,聯嘉,440,589,0,9893,9744,"42,782",31,32,0.0,249,250,"42,782",8.0,20191227,-149,1,2.5700000000000003,0,0,0,0,0,0
6288,聯嘉,160,185,0,9744,9719,"42,782",14,1,0,250,237,"42,782",0.0,20191230,-25,-13,2.44,0,0,0,0,0,0
6288,聯嘉,238,694,0,9719,9263,"42,782",23,26,0,237,240,"42,782",0.0,20191231,-456,3,2.59,0,0,0,0,0,0
6405,悅城,1,10,0.0,981,972,"16,450",0,0,0.0,0,0,"16,450",0.0,20191225,-9,0,0.0,"22,000",0.0,0,0,0,"22,000"
6405,悅城,4,0,0.0,972,976,"16,450",0,0,0.0,0,0,"16,450",0.0,20191226,4,0,0.0,"-32,000",0.0,0,"13,000",0,"-19,000"
6405,悅城,0,12,0,976,964,"16,450",0,0,0.0,0,0,"16,450",0.0,20191227,-12,0,0.0,"-13,000",0.0,0,0,0,"-13,000"
6405,悅城,2,0,0,964,966,"16,450",0,0,0,0,0,"16,450",0.0,20191230,2,0,0.0,"-22,000",0.0,0,"55,000",0,"33,000"
6405,悅城,0,0,0,966,966,"16,450",0,0,0,0,0,"16,450",0.0,20191231,0,0,0.0,"17,000",0.0,0,"11,000",0,"28,000"
6409,旭隼,0,2,0.0,18,16,"20,825",0,0,0.0,0,0,"20,825",0.0,20191225,-2,0,0.0,"584,000",0.0,"-24,000","173,000","38,000","771,000"
6409,旭隼,0,3,0.0,16,13,"20,825",0,0,0.0,0,0,"20,825",0.0,20191226,-3,0,0.0,"1,504,591",0.0,"-995,000","-175,000","17,000","351,591"
6409,旭隼,2,1,0,13,14,"20,825",0,0,0.0,0,0,"20,825",0.0,20191227,1,0,0.0,"1,718,582",0.0,"-268,000","89,000","14,000","1,553,582"
6409,旭隼,0,0,0,14,14,"20,825",0,0,0,0,0,"20,825",0.0,20191230,0,0,0.0,"-485,331",0.0,"29,000","93,000","-99,000","-462,331"
6409,旭隼,1,1,0,14,14,"20,825",0,0,0,0,0,"20,825",0.0,20191231,0,0,0.0,"-699,000",0.0,"-151,000","149,000","-5,000","-706,000"
6412,群電,11,32,0.0,1123,1102,"96,678",0,0,0.0,17,17,"96,678",0.0,20191225,-21,0,1.54,"36,000",0.0,0,0,0,"36,000"
6412,群電,67,20,0.0,1102,1149,"96,678",5,0,0.0,17,12,"96,678",0.0,20191226,47,-5,1.04,"30,000",0.0,0,"1,000",0,"31,000"
6412,群電,22,56,0,1149,1115,"96,678",0,0,0.0,12,12,"96,678",0.0,20191227,-34,0,1.08,"39,000",0.0,0,"5,000",0,"44,000"
6412,群電,13,10,0,1115,1118,"96,678",1,0,0,12,11,"96,678",0.0,20191230,3,-1,0.98,"-17,000",0.0,0,"1,000",0,"-16,000"
6412,群電,13,50,2,1118,1079,"96,678",0,0,0,11,11,"96,678",0.0,20191231,-39,0,1.02,"-3,000",0.0,0,"1,000",0,"-2,000"
6414,樺漢,45,54,0.0,4012,4003,"20,893",4,22,0.0,503,521,"20,893",0.0,20191225,-9,18,13.020000000000001,"-1,000",0.0,0,0,0,"-1,000"
6414,樺漢,32,61,0.0,4003,3974,"20,893",3,0,0.0,521,518,"20,893",0.0,20191226,-29,-3,13.03,"20,000",0.0,"3,000",0,0,"23,000"
6414,樺漢,39,59,2,3974,3952,"20,893",3,5,0.0,518,520,"20,893",0.0,20191227,-22,2,13.16,"53,000",0.0,0,0,0,"53,000"
6414,樺漢,72,70,0,3952,3954,"20,893",11,0,0,520,509,"20,893",0.0,20191230,2,-11,12.870000000000001,"6,000",0.0,0,0,0,"6,000"
6414,樺漢,56,50,1,3954,3959,"20,893",15,2,1,509,495,"20,893",5.0,20191231,5,-14,12.5,"-8,000",0.0,0,0,0,"-8,000"
6415,矽力-KY,8,10,0.0,239,237,"22,816",0,0,0.0,34,34,"22,816",0.0,20191225,-2,0,14.35,"-22,000",0.0,0,0,"-6,000","-28,000"
6415,矽力-KY,32,10,0.0,237,259,"22,816",0,0,0.0,34,34,"22,816",0.0,20191226,22,0,13.13,"-10,000",0.0,0,0,"1,000","-9,000"
6415,矽力-KY,8,13,0,259,254,"22,816",0,1,0.0,34,35,"22,816",0.0,20191227,-5,1,13.780000000000001,"-34,000",0.0,0,0,0,"-34,000"
6415,矽力-KY,7,12,0,254,249,"22,816",0,0,0,35,35,"22,816",0.0,20191230,-5,0,14.06,"-118,000",0.0,0,0,0,"-118,000"
6415,矽力-KY,27,13,0,249,263,"22,816",0,0,0,35,35,"22,816",0.0,20191231,14,0,13.309999999999999,"-10,000",0.0,0,"2,000","51,000","43,000"
6416,瑞祺電通,145,25,0.0,1920,2040,"17,008",0,1,0.0,3,4,"17,008",0.0,20191225,120,1,0.2,0,0,0,0,0,0
