股票代號,股票名稱,資買,資賣,現償,前日資餘,今日資餘,資限額,券買,券賣,券償,前日券餘,今日券餘,券限額,資券互抵,日期,資增,券增,券資比(%),外陸資買賣超股數(不含外資自營商),外資自營商買賣超股數,投信買賣超股數,自營商買賣超股數(自行買賣),自營商買賣超股數(避險),三大法人合計買賣超
1101,台泥,228,209,0.0,9540,9559,"1,366,404",0,2,0.0,255,257,"1,366,404",0.0,20191225,19,2,2.69,"-457,000",0.0,"378,000","278,000","-44,000","155,000"
1101,台泥,59,67,1.0,9559,9550,"1,366,404",0,2,0.0,257,259,"1,366,404",0.0,20191226,-9,2,2.71,"469,031",0.0,"6,000","-501,250","-37,000","-63,219"
1101,台泥,165,159,0,9550,9556,"1,366,404",0,0,0.0,259,259,"1,366,404",0.0,20191227,6,0,2.71,"3,124,788",0.0,0,"-48,000","42,000","3,118,788"
1101,台泥,804,404,23,9556,9933,"1,366,404",0,44,0,259,303,"1,366,404",1.0,20191230,377,44,3.05,"3,248,999",0.0,"228,000","979,000","203,000","4,658,999"
1101,台泥,178,251,0,9933,9860,"1,366,404",0,0,1,303,302,"1,366,404",0.0,20191231,-73,-1,3.06,"-980,000",0.0,"290,000","-156,000","-295,000","-1,141,000"
1102,亞泥,183,459,0.0,5867,5591,"840,361",33,34,0.0,259,260,"840,361",43.0,20191225,-276,1,4.65,"3,123,000",0.0,"344,000","-77,000","-27,000","3,363,000"
1102,亞泥,102,373,0.0,5591,5320,"840,361",25,1,0.0,260,236,"840,361",0.0,20191226,-271,-24,4.44,"3,949,668",0.0,"3,000","-214,000","-58,000","3,680,668"
1102,亞泥,127,59,2,5320,5386,"840,361",2,2,2.0,236,234,"840,361",0.0,20191227,66,-2,4.34,"3,594,120",0.0,"-100,000","-15,000","16,000","3,495,120"
1102,亞泥,815,129,0,5386,6072,"840,361",0,31,0,234,265,"840,361",0.0,20191230,686,31,4.36,"4,211,471",0.0,"82,000","149,000","165,000","4,607,471"
1102,亞泥,144,428,51,6072,5737,"840,361",9,7,0,265,263,"840,361",6.0,20191231,-335,-2,4.58,"-827,000",0.0,"17,000","-53,000","-369,000","-1,232,000"
1103,嘉泥,"1,042",439,0.0,3385,3988,"193,695",1,23,0.0,71,93,"193,695",32.0,20191225,603,22,2.33,"422,000",0.0,0,"-5,000","-187,000","230,000"
1103,嘉泥,922,"1,291",0.0,3988,3619,"193,695",0,180,0.0,93,273,"193,695",27.0,20191226,-369,180,7.539999999999999,"312,000",0.0,"-4,075","-37,000",0,"270,925"
1103,嘉泥,466,695,0,3619,3390,"193,695",32,20,0.0,273,261,"193,695",0.0,20191227,-229,-12,7.7,"1,053,000",0.0,0,"-58,000",0,"995,000"
1103,嘉泥,431,360,0,3390,3461,"193,695",5,39,0,261,295,"193,695",0.0,20191230,71,34,8.52,"909,000",0.0,0,"-23,000",0,"886,000"
1103,嘉泥,173,598,0,3461,3036,"193,695",28,4,0,295,271,"193,695",2.0,20191231,-425,-24,8.93,"322,000",0.0,0,"-5,000",0,"317,000"
1104,環泥,16,105,0.0,1656,1567,"163,402",0,0,0.0,0,0,"163,402",0.0,20191225,-89,0,0.0,"27,000",0.0,0,0,0,"27,000"
1104,環泥,29,256,0.0,1567,1340,"163,402",0,0,0.0,0,0,"163,402",0.0,20191226,-227,0,0.0,"-75,000",0.0,0,0,0,"-75,000"
1104,環泥,9,79,0,1340,1270,"163,402",0,0,0.0,0,0,"163,402",0.0,20191227,-70,0,0.0,"-338,000",0.0,0,0,0,"-338,000"
1104,環泥,63,112,0,1270,1221,"163,402",0,0,0,0,0,"163,402",1.0,20191230,-49,0,0.0,"-583,000",0.0,0,0,0,"-583,000"
1104,環泥,93,107,70,1221,1137,"163,402",0,0,0,0,0,"163,402",1.0,20191231,-84,0,0.0,"-145,000",0.0,0,0,0,"-145,000"
1108,幸福,10,0,0.0,1117,1127,"101,184",0,0,0.0,0,0,"101,184",0.0,20191225,10,0,0.0,"-2,000",0.0,0,0,0,"-2,000"
1108,幸福,89,2,0.0,1127,1214,"101,184",0,0,0.0,0,0,"101,184",0.0,20191226,87,0,0.0,-447,0.0,0,0,0,-447
1108,幸福,28,140,0,1214,1102,"101,184",0,0,0.0,0,0,"101,184",4.0,20191227,-112,0,0.0,"27,000",0.0,0,0,0,"27,000"
1108,幸福,320,80,0,1102,1342,"101,184",0,2,0,0,2,"101,184",15.0,20191230,240,2,0.15,"2,000",0.0,0,0,0,"2,000"
1108,幸福,59,74,0,1342,1327,"101,184",2,0,0,2,0,"101,184",0.0,20191231,-15,-2,0.0,"5,000",0.0,0,0,0,"5,000"
1109,信大,251,63,0.0,5095,5283,"85,489",0,0,0.0,31,31,"85,489",0.0,20191225,188,0,0.59,"1,000",0.0,0,0,0,"1,000"
1109,信大,53,8,0.0,5283,5328,"85,489",0,0,0.0,31,31,"85,489",0.0,20191226,45,0,0.58,"31,000",0.0,"-1,580",0,0,"29,420"
1109,信大,33,44,0,5328,5317,"85,489",0,0,0.0,31,31,"85,489",0.0,20191227,-11,0,0.58,"320,000",0.0,0,0,0,"320,000"
1109,信大,874,638,0,5317,5553,"85,489",0,42,0,31,73,"85,489",3.0,20191230,236,42,1.31,"894,000",0.0,0,0,0,"894,000"
1109,信大,528,439,0,5553,5642,"85,489",25,0,0,73,48,"85,489",7.0,20191231,89,-25,0.8500000000000001,"-446,000",0.0,0,0,0,"-446,000"
1110,東泥,17,0,0.0,1268,1285,"143,000",0,0,0.0,0,0,"143,000",0.0,20191225,17,0,0.0,"-5,000",0.0,0,0,0,"-5,000"
1110,東泥,3,0,191.0,1285,1097,"143,000",0,0,0.0,0,0,"143,000",0.0,20191226,-188,0,0.0,"4,000",0.0,0,0,0,"4,000"
1110,東泥,25,5,17,1097,1100,"143,000",0,0,0.0,0,0,"143,000",0.0,20191227,3,0,0.0,"28,000",0.0,0,0,0,"28,000"
1110,東泥,0,0,0,1100,1100,"143,000",0,0,0,0,0,"143,000",0.0,20191230,0,0,0.0,"-3,000",0.0,0,0,0,"-3,000"
1110,東泥,1,32,0,1100,1069,"143,000",0,0,0,0,0,"143,000",0.0,20191231,-31,0,0.0,"-2,000",0.0,0,"-1,000",0,"-3,000"
1201,味全,112,123,1.0,14696,14684,"126,515",0,1,0.0,87,88,"126,515",0.0,20191225,-12,1,0.6,"241,000",0.0,0,"11,000","-22,000","230,000"
1201,味全,79,49,0.0,14684,14714,"126,515",25,0,0.0,88,63,"126,515",0.0,20191226,30,-25,0.43,"-233,000",0.0,0,0,"7,000","-226,000"
1201,味全,42,61,0,14714,14695,"126,515",9,10,0.0,63,64,"126,515",0.0,20191227,-19,1,0.44,"73,000",0.0,0,0,0,"73,000"
1201,味全,47,99,0,14695,14643,"126,515",1,13,0,64,76,"126,515",0.0,20191230,-52,12,0.52,"120,420",0.0,0,0,"221,000","341,420"
1201,味全,72,50,0,14643,14665,"126,515",0,0,0,76,76,"126,515",0.0,20191231,22,0,0.52,"-80,000",0.0,0,0,"-146,000","-226,000"
1203,味王,2,0,0.0,384,386,"60,000",0,0,0.0,0,0,"60,000",0.0,20191225,2,0,0.0,0,0,0,0,0,0
1203,味王,6,5,0.0,386,387,"60,000",0,0,0.0,0,0,"60,000",0.0,20191226,1,0,0.0,"3,000",0.0,0,0,0,"3,000"
1203,味王,8,1,0,387,394,"60,000",0,0,0.0,0,0,"60,000",0.0,20191227,7,0,0.0,"22,000",0.0,0,0,0,"22,000"
1203,味王,0,3,0,394,391,"60,000",0,0,0,0,0,"60,000",0.0,20191230,-3,0,0.0,0,0,0,0,0,0
1203,味王,0,0,0,391,391,"60,000",0,0,0,0,0,"60,000",0.0,20191231,0,0,0.0,0,0,0,0,0,0
1210,大成,91,146,0.0,4379,4324,"206,834",6,1,0.0,165,160,"206,834",13.0,20191225,-55,-5,3.6999999999999997,"-169,000",0.0,0,"37,000",0,"-132,000"
1210,大成,106,114,0.0,4324,4316,"206,834",18,10,0.0,160,152,"206,834",0.0,20191226,-8,-8,3.52,0,0.0,"2,000","40,000",0,"42,000"
1210,大成,85,198,0,4316,4203,"206,834",16,2,0.0,152,138,"206,834",0.0,20191227,-113,-14,3.2800000000000002,"-72,000",0.0,0,"-44,000",-500,"-116,500"
1210,大成,96,58,0,4203,4241,"206,834",10,0,0,138,128,"206,834",0.0,20191230,38,-10,3.02,"124,000",0.0,"-154,000","16,000",0,"-14,000"
1210,大成,36,240,0,4241,4037,"206,834",5,6,0,128,129,"206,834",0.0,20191231,-204,1,3.2,"56,500",0.0,"-231,000","-7,000",0,"-181,500"
1215,卜蜂,42,133,0.0,2018,1927,"66,997",0,0,0.0,205,205,"66,997",0.0,20191225,-91,0,10.639999999999999,"30,000",0.0,0,"-29,000","-13,000","-12,000"
1215,卜蜂,40,74,0.0,1927,1893,"66,997",6,0,0.0,205,199,"66,997",0.0,20191226,-34,-6,10.51,"19,000",0.0,0,0,"-23,000","-4,000"
1215,卜蜂,48,102,0,1893,1839,"66,997",2,0,0.0,199,197,"66,997",2.0,20191227,-54,-2,10.71,"224,000",0.0,0,0,"1,000","225,000"
1215,卜蜂,16,29,0,1839,1826,"66,997",0,0,0,197,197,"66,997",0.0,20191230,-13,0,10.79,"-35,000",0.0,0,0,"-4,000","-39,000"
1215,卜蜂,10,122,0,1826,1714,"66,997",1,0,0,197,196,"66,997",0.0,20191231,-112,-1,11.44,"-28,000",0.0,0,0,"-20,000","-48,000"
1216,統一,16,84,0.0,2307,2239,"1,420,503",0,0,0.0,51,51,"1,420,503",0.0,20191225,-68,0,2.2800000000000002,"-273,000",0.0,0,"314,000","-7,000","34,000"
1216,統一,8,120,3.0,2239,2124,"1,420,503",4,0,0.0,51,47,"1,420,503",0.0,20191226,-115,-4,2.21,"25,005",0.0,"4,000","58,000","-1,000","86,005"
1216,統一,9,78,0,2124,2055,"1,420,503",0,1,0.0,47,48,"1,420,503",0.0,20191227,-69,1,2.34,"-978,673",0.0,"-37,000","28,000","1,000","-986,673"
1216,統一,15,87,0,2055,1983,"1,420,503",1,4,0,48,51,"1,420,503",0.0,20191230,-72,3,2.5700000000000003,"-831,800",0.0,"-34,000","11,000","-8,000","-862,800"
1216,統一,10,72,0,1983,1921,"1,420,503",0,2,0,51,53,"1,420,503",0.0,20191231,-62,2,2.76,"-1,987,000",0.0,"35,000","-1,000","-3,000","-1,956,000"
1217,愛之味,19,47,0.0,5096,5068,"123,628",0,0,0.0,12,12,"123,628",0.0,20191225,-28,0,0.24,"-38,000",0.0,0,0,0,"-38,000"
1217,愛之味,98,11,0.0,5068,5155,"123,628",0,0,0.0,12,12,"123,628",0.0,20191226,87,0,0.22999999999999998,"-71,000",0.0,0,0,0,"-71,000"
1217,愛之味,81,106,0,5155,5130,"123,628",0,0,0.0,12,12,"123,628",0.0,20191227,-25,0,0.22999999999999998,"-4,000",0.0,0,0,0,"-4,000"
1217,愛之味,56,37,3,5130,5146,"123,628",1,0,0,12,11,"123,628",0.0,20191230,16,-1,0.21,"31,000",0.0,0,"3,000",0,"34,000"
1217,愛之味,46,73,0,5146,5119,"123,628",0,11,0,11,22,"123,628",0.0,20191231,-27,11,0.43,"17,000",0.0,0,"-2,000",0,"15,000"
1218,泰山,6,12,0.0,1024,1018,"124,999",0,0,0.0,130,130,"124,999",0.0,20191225,-6,0,12.770000000000001,"-16,000",0.0,0,0,0,"-16,000"
1218,泰山,3,11,0.0,1018,1010,"124,999",0,0,0.0,130,130,"124,999",0.0,20191226,-8,0,12.870000000000001,"-119,000",0.0,0,"1,000",0,"-118,000"
1218,泰山,11,112,0,1010,909,"124,999",0,0,0.0,130,130,"124,999",0.0,20191227,-101,0,14.299999999999999,"52,000",0.0,0,0,0,"52,000"
1218,泰山,7,26,0,909,890,"124,999",0,0,0,130,130,"124,999",0.0,20191230,-19,0,14.610000000000001,"-58,000",0.0,0,0,0,"-58,000"
1218,泰山,1,11,0,890,880,"124,999",0,0,0,130,130,"124,999",8.0,20191231,-10,0,14.77,"-54,000",0.0,0,0,0,"-54,000"
1219,福壽,0,7,0.0,3210,3203,"80,503",0,0,0.0,2,2,"80,503",0.0,20191225,-7,0,0.06,"32,000",0.0,0,0,0,"32,000"
1219,福壽,0,1,0.0,3203,3202,"80,503",0,0,0.0,2,2,"80,503",0.0,20191226,-1,0,0.06,0,0,0,0,0,0
1219,福壽,0,5,0,3202,3197,"80,503",0,0,0.0,2,2,"80,503",0.0,20191227,-5,0,0.06,"27,000",0.0,0,0,0,"27,000"
1219,福壽,0,0,0,3197,3197,"80,503",0,0,0,2,2,"80,503",0.0,20191230,0,0,0.06,"1,000",0.0,0,0,0,"1,000"
1219,福壽,0,0,0,3197,3197,"80,503",0,0,0,2,2,"80,503",0.0,20191231,0,0,0.06,"-2,000",0.0,0,0,0,"-2,000"
1220,台榮,0,0,0.0,684,684,"44,269",0,0,0.0,0,0,"44,269",0.0,20191225,0,0,0.0,0,0,0,0,0,0
1220,台榮,0,5,0.0,684,679,"44,269",0,0,0.0,0,0,"44,269",0.0,20191226,-5,0,0.0,0,0,0,0,0,0
1220,台榮,0,0,0,679,679,"44,269",0,0,0.0,0,0,"44,269",0.0,20191227,0,0,0.0,"1,000",0.0,0,0,0,"1,000"
1220,台榮,1,1,0,679,679,"44,269",0,0,0,0,0,"44,269",0.0,20191230,0,0,0.0,0,0.0,0,"1,000",0,"1,000"
1220,台榮,0,0,0,679,679,"44,269",0,0,0,0,0,"44,269",0.0,20191231,0,0,0.0,"-1,000",0.0,0,0,0,"-1,000"
1225,福懋油,2,10,0.0,4812,4804,"54,675",0,0,0.0,0,0,"54,675",0.0,20191225,-8,0,0.0,"7,000",0.0,0,0,0,"7,000"
1225,福懋油,2,2,0.0,4804,4804,"54,675",0,0,0.0,0,0,"54,675",0.0,20191226,0,0,0.0,"7,000",0.0,0,0,0,"7,000"
1225,福懋油,26,0,0,4804,4830,"54,675",0,0,0.0,0,0,"54,675",0.0,20191227,26,0,0.0,"13,000",0.0,0,0,0,"13,000"
1225,福懋油,1,3,0,4830,4828,"54,675",0,0,0,0,0,"54,675",0.0,20191230,-2,0,0.0,"-5,000",0.0,0,0,0,"-5,000"
1225,福懋油,0,0,0,4828,4828,"54,675",0,0,0,0,0,"54,675",0.0,20191231,0,0,0.0,"-6,000",0.0,0,0,0,"-6,000"
1227,佳格,147,51,0.0,920,1016,"228,772",0,0,0.0,97,97,"228,772",0.0,20191225,96,0,9.55,"-6,000",0.0,0,"56,000",0,"50,000"
1227,佳格,2,28,0.0,1016,990,"228,772",0,0,0.0,97,97,"228,772",0.0,20191226,-26,0,9.8,"139,974",0.0,0,"-8,000",0,"131,974"
1227,佳格,21,52,0,990,959,"228,772",1,0,0.0,97,96,"228,772",0.0,20191227,-31,-1,10.01,"38,872",0.0,0,"-85,000",0,"-46,128"
1227,佳格,6,25,0,959,940,"228,772",0,0,0,96,96,"228,772",0.0,20191230,-19,0,10.209999999999999,"406,502",0.0,0,"-36,000",0,"370,502"
1227,佳格,37,18,0,940,959,"228,772",0,1,0,96,97,"228,772",0.0,20191231,19,1,10.11,"-95,000",0.0,0,"-22,000","-8,000","-125,000"
1229,聯華,3,14,0.0,1190,1179,"276,184",0,0,0.0,1,1,"276,184",0.0,20191225,-11,0,0.08,"19,000",0.0,0,"115,000",0,"134,000"
1229,聯華,12,55,0.0,1179,1136,"276,184",0,0,0.0,1,1,"276,184",0.0,20191226,-43,0,0.09,"-160,000",0.0,0,0,0,"-160,000"
1229,聯華,10,7,0,1136,1139,"276,184",0,0,0.0,1,1,"276,184",0.0,20191227,3,0,0.09,"-139,000",0.0,0,"-14,600",0,"-153,600"
1229,聯華,5,12,0,1139,1132,"276,184",0,0,0,1,1,"276,184",0.0,20191230,-7,0,0.09,"-7,000",0.0,"-7,000","3,000",0,"-11,000"
1229,聯華,3,13,0,1132,1122,"276,184",0,0,0,1,1,"276,184",0.0,20191231,-10,0,0.09,"202,000",0.0,0,"3,000",0,"205,000"
1231,聯華食,3,9,0.0,156,150,"43,648",0,0,0.0,0,0,"43,648",0.0,20191225,-6,0,0.0,"1,000",0.0,0,0,0,"1,000"
1231,聯華食,7,0,0.0,150,157,"43,648",0,0,0.0,0,0,"43,648",0.0,20191226,7,0,0.0,0,0,0,0,0,0
1231,聯華食,2,1,0,157,158,"43,648",0,0,0.0,0,0,"43,648",0.0,20191227,1,0,0.0,"9,000",0.0,0,0,0,"9,000"
1231,聯華食,15,4,0,158,169,"43,648",0,0,0,0,0,"43,648",0.0,20191230,11,0,0.0,"3,000",0.0,0,0,0,"3,000"
1231,聯華食,0,5,0,169,164,"43,648",0,0,0,0,0,"43,648",0.0,20191231,-5,0,0.0,"3,000",0.0,0,0,0,"3,000"
1232,大統益,0,2,0.0,76,74,"39,993",0,0,0.0,0,0,"39,993",0.0,20191225,-2,0,0.0,"-3,000",0.0,0,"12,000",0,"9,000"
1232,大統益,0,0,0.0,74,74,"39,993",0,0,0.0,0,0,"39,993",0.0,20191226,0,0,0.0,"6,000",0.0,"-2,000",0,0,"4,000"
1232,大統益,0,0,0,74,74,"39,993",0,0,0.0,0,0,"39,993",0.0,20191227,0,0,0.0,"5,000",0.0,0,0,0,"5,000"
1232,大統益,0,1,0,74,73,"39,993",0,0,0,0,0,"39,993",0.0,20191230,-1,0,0.0,0,0.0,0,0,0,0
1232,大統益,0,1,0,73,72,"39,993",0,0,0,0,0,"39,993",0.0,20191231,-1,0,0.0,"1,000",0.0,0,0,0,"1,000"
1233,天仁,1,0,0.0,5,6,"22,647",0,0,0.0,0,0,"22,647",0.0,20191225,1,0,0.0,"1,000",0.0,0,0,0,"1,000"
1233,天仁,1,1,0.0,6,6,"22,647",0,0,0.0,0,0,"22,647",0.0,20191226,0,0,0.0,"2,000",0.0,0,0,0,"2,000"
1233,天仁,0,0,0,6,6,"22,647",0,0,0.0,0,0,"22,647",0.0,20191227,0,0,0.0,"1,000",0.0,0,0,0,"1,000"
1233,天仁,0,0,0,6,6,"22,647",0,0,0,0,0,"22,647",0.0,20191230,0,0,0.0,"-1,000",0.0,0,0,0,"-1,000"
1233,天仁,0,1,0,6,5,"22,647",0,0,0,0,0,"22,647",0.0,20191231,-1,0,0.0,0,0.0,0,0,0,0
1234,黑松,1,1,0.0,25,25,"100,467",0,0,0.0,0,0,"100,467",0.0,20191225,0,0,0.0,"5,000",0.0,0,0,0,"5,000"
1234,黑松,3,2,0.0,25,26,"100,467",0,0,0.0,0,0,"100,467",0.0,20191226,1,0,0.0,"27,000",0.0,0,0,0,"27,000"
1234,黑松,2,0,0,26,28,"100,467",0,0,0.0,0,0,"100,467",0.0,20191227,2,0,0.0,"8,000",0.0,0,0,0,"8,000"
1234,黑松,7,1,0,28,34,"100,467",0,0,0,0,0,"100,467",0.0,20191230,6,0,0.0,"-6,000",0.0,0,0,0,"-6,000"
1234,黑松,0,10,0,34,24,"100,467",0,0,0,0,0,"100,467",0.0,20191231,-10,0,0.0,0,0,0,0,0,0
1235,興泰,0,4,0.0,8419,8415,"24,738",0,0,0.0,0,0,"24,738",0.0,20191225,-4,0,0.0,0,0,0,0,0,0
1235,興泰,0,1,0.0,8415,8414,"24,738",0,0,0.0,0,0,"24,738",0.0,20191226,-1,0,0.0,0,0,0,0,0,0
1235,興泰,0,1,0,8414,8413,"24,738",0,0,0.0,0,0,"24,738",0.0,20191227,-1,0,0.0,"3,000",0.0,0,0,0,"3,000"
1235,興泰,0,0,0,8413,8413,"24,738",0,0,0,0,0,"24,738",0.0,20191230,0,0,0.0,0,0,0,0,0,0
1235,興泰,0,2,0,8413,8411,"24,738",0,0,0,0,0,"24,738",0.0,20191231,-2,0,0.0,"1,000",0.0,0,0,0,"1,000"
1236,宏亞,0,0,0.0,52,52,"27,085",0,0,0.0,0,0,"27,085",0.0,20191225,0,0,0.0,0,0,0,0,0,0
1236,宏亞,1,0,0.0,52,53,"27,085",0,0,0.0,0,0,"27,085",0.0,20191226,1,0,0.0,0,0,0,0,0,0
1236,宏亞,0,0,0,53,53,"27,085",0,0,0.0,0,0,"27,085",0.0,20191227,0,0,0.0,"1,000",0.0,0,0,0,"1,000"
1236,宏亞,0,0,0,53,53,"27,085",0,0,0,0,0,"27,085",0.0,20191230,0,0,0.0,0,0,0,0,0,0
1236,宏亞,0,0,0,53,53,"27,085",0,0,0,0,0,"27,085",0.0,20191231,0,0,0.0,"-1,000",0.0,0,0,0,"-1,000"
1256,鮮活果汁-KY,2,0,0.0,451,453,"8,460",0,0,0.0,4,4,"8,460",0.0,20191225,2,0,0.88,"-3,000",0.0,0,"-1,000",0,"-4,000"
1256,鮮活果汁-KY,1,3,5.0,453,446,"8,460",0,0,0.0,4,4,"8,460",0.0,20191226,-7,0,0.8999999999999999,"-3,000",0.0,0,0,0,"-3,000"
1256,鮮活果汁-KY,19,9,0,446,456,"8,460",0,0,0.0,4,4,"8,460",0.0,20191227,10,0,0.88,"-3,000",0.0,0,0,0,"-3,000"
1256,鮮活果汁-KY,29,39,0,456,446,"8,460",0,0,1,4,3,"8,460",0.0,20191230,-10,-1,0.67,0,0,0,0,0,0
1256,鮮活果汁-KY,10,5,0,446,451,"8,460",0,0,0,3,3,"8,460",0.0,20191231,5,0,0.67,0,0,0,0,0,0
1301,台塑,43,48,0.0,1647,1642,"1,591,435",8,11,0.0,106,109,"1,591,435",0.0,20191225,-5,3,6.64,"2,000",0.0,0,0,0,"2,000"
1301,台塑,60,18,0.0,1642,1684,"1,591,435",16,0,0.0,109,93,"1,591,435",0.0,20191226,42,-16,5.52,"4,000",0.0,0,0,0,"4,000"
1301,台塑,47,157,0,1684,1574,"1,591,435",1,12,0.0,93,104,"1,591,435",1.0,20191227,-110,11,6.61,"21,000",0.0,0,0,0,"21,000"
1301,台塑,105,39,3,1574,1637,"1,591,435",9,0,0,104,95,"1,591,435",0.0,20191230,63,-9,5.800000000000001,"-56,300",0.0,0,0,0,"-56,300"
1301,台塑,63,115,2,1637,1583,"1,591,435",0,0,0,95,95,"1,591,435",0.0,20191231,-54,0,6.0,"7,000",0.0,0,0,0,"7,000"
1303,南亞,15,27,0.0,1993,1981,"1,982,705",1,1,0.0,80,80,"1,982,705",0.0,20191225,-12,0,4.04,0,0,0,0,0,0
1303,南亞,14,31,0.0,1981,1964,"1,982,705",0,0,0.0,80,80,"1,982,705",0.0,20191226,-17,0,4.07,"1,000",0.0,0,0,0,"1,000"
1303,南亞,72,40,0,1964,1996,"1,982,705",0,2,0.0,80,82,"1,982,705",0.0,20191227,32,2,4.109999999999999,0,0,0,0,0,0
1303,南亞,24,345,0,1996,1675,"1,982,705",0,0,0,82,82,"1,982,705",0.0,20191230,-321,0,4.9,0,0,0,0,0,0
1303,南亞,106,63,0,1675,1718,"1,982,705",0,10,0,82,92,"1,982,705",1.0,20191231,43,10,5.36,0,0,0,0,0,0
1304,台聚,111,588,0.0,5432,4955,"297,190",0,0,0.0,61,61,"297,190",0.0,20191225,-477,0,1.23,0,0,0,0,0,0
1304,台聚,78,132,0.0,4955,4901,"297,190",0,0,0.0,61,61,"297,190",0.0,20191226,-54,0,1.24,0,0,0,0,0,0
1304,台聚,26,83,0,4901,4844,"297,190",0,0,0.0,61,61,"297,190",0.0,20191227,-57,0,1.26,"-1,000",0.0,0,0,0,"-1,000"
1304,台聚,56,146,0,4844,4754,"297,190",2,25,0,61,84,"297,190",0.0,20191230,-90,23,1.77,"-1,000",0.0,0,0,0,"-1,000"
1304,台聚,96,19,4,4754,4827,"297,190",25,0,0,84,59,"297,190",0.0,20191231,73,-25,1.22,0,0,0,0,0,0
1305,華夏,54,7,0.0,5174,5221,"131,757",0,1,0.0,130,131,"131,757",0.0,20191225,47,1,2.5100000000000002,"-67,000",0.0,0,"400,000","-1,000","332,000"
1305,華夏,19,55,0.0,5221,5185,"131,757",1,0,0.0,131,130,"131,757",0.0,20191226,-36,-1,2.5100000000000002,"473,227",0.0,"-60,000","-101,000","24,000","336,227"
1305,華夏,35,44,10,5185,5166,"131,757",0,0,0.0,130,130,"131,757",0.0,20191227,-19,0,2.52,"1,333,235",0.0,0,"815,000","23,000","2,171,235"
1305,華夏,11,41,0,5166,5136,"131,757",0,0,0,130,130,"131,757",0.0,20191230,-30,0,2.53,"-537,800",0.0,"-14,000","24,000","-51,000","-578,800"
1305,華夏,18,112,8,5136,5034,"131,757",1,1,0,130,130,"131,757",0.0,20191231,-102,0,2.58,"-628,000",0.0,0,"-8,000","-4,000","-640,000"
1307,三芳,0,0,0.0,210,210,"99,454",0,0,0.0,0,0,"99,454",0.0,20191225,0,0,0.0,"78,000",0.0,0,"496,000",0,"574,000"
1307,三芳,2,0,0.0,210,212,"99,454",0,0,0.0,0,0,"99,454",0.0,20191226,2,0,0.0,"287,626",0.0,"4,000","40,000",0,"331,626"
1307,三芳,0,0,0,212,212,"99,454",0,0,0.0,0,0,"99,454",0.0,20191227,0,0,0.0,"2,267,420",0.0,"-25,000","89,000",0,"2,331,420"
1307,三芳,0,0,0,212,212,"99,454",0,0,0,0,0,"99,454",0.0,20191230,0,0,0.0,"804,000",0.0,"48,000","79,000",0,"931,000"
1307,三芳,0,2,0,212,210,"99,454",0,0,0,0,0,"99,454",0.0,20191231,-2,0,0.0,"-859,000",0.0,"42,000","-162,000","-1,000","-980,000"
1308,亞聚,15,27,0.0,3353,3341,"138,595",0,0,0.0,2,2,"138,595",0.0,20191225,-12,0,0.06,"-7,000",0.0,0,0,0,"-7,000"
1308,亞聚,63,7,0.0,3341,3397,"138,595",0,0,0.0,2,2,"138,595",0.0,20191226,56,0,0.06,"-100,000",0.0,"8,000","-99,000",0,"-191,000"
1308,亞聚,11,20,0,3397,3388,"138,595",0,0,0.0,2,2,"138,595",0.0,20191227,-9,0,0.06,"-72,000",0.0,0,"1,000",0,"-71,000"
1308,亞聚,30,6,3,3388,3409,"138,595",0,0,0,2,2,"138,595",0.0,20191230,21,0,0.06,"-390,000",0.0,0,"12,000",0,"-378,000"
1308,亞聚,43,14,0,3409,3438,"138,595",0,0,0,2,2,"138,595",0.0,20191231,29,0,0.06,"-612,000",0.0,0,"-5,000",0,"-617,000"
1309,台達化,280,206,0.0,12809,12883,"83,551",0,8,0.0,325,333,"83,551",0.0,20191225,74,8,2.58,"-29,000",0.0,0,"36,000",0,"7,000"
1309,台達化,112,165,50.0,12883,12780,"83,551",6,0,0.0,333,327,"83,551",0.0,20191226,-103,-6,2.56,"-148,000",0.0,0,"-20,000",0,"-168,000"
1309,台達化,30,118,0,12780,12692,"83,551",0,0,0.0,327,327,"83,551",0.0,20191227,-88,0,2.58,"-1,000",0.0,0,"-40,000",0,"-41,000"
1309,台達化,21,216,0,12692,12497,"83,551",1,0,0,327,326,"83,551",1.0,20191230,-195,-1,2.6100000000000003,"-66,000",0.0,0,"2,000",0,"-64,000"
1309,台達化,147,71,0,12497,12573,"83,551",0,0,0,326,326,"83,551",0.0,20191231,76,0,2.59,"-143,440",0.0,"80,000","1,000",0,"-62,440"
1310,台苯,12,96,32.0,4175,4059,"131,967",0,0,0.0,1279,1279,"131,967",0.0,20191225,-116,0,31.509999999999998,"-1,000",0.0,0,0,0,"-1,000"
1310,台苯,2,34,41.0,4059,3986,"131,967",0,0,0.0,1279,1279,"131,967",0.0,20191226,-73,0,32.09,"-6,000",0.0,0,0,0,"-6,000"
1310,台苯,11,23,66,3986,3908,"131,967",0,0,0.0,1279,1279,"131,967",0.0,20191227,-78,0,32.73,"9,000",0.0,0,0,0,"9,000"
1310,台苯,12,31,0,3908,3889,"131,967",0,0,0,1279,1279,"131,967",0.0,20191230,-19,0,32.89,0,0.0,0,0,0,0
1310,台苯,11,26,15,3889,3859,"131,967",5,5,0,1279,1279,"131,967",0.0,20191231,-30,0,33.14,"-5,000",0.0,0,0,0,"-5,000"
